Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,3P,3PA,3P%,2P,2PA,2P%,eFG%,target
26.0,HOU,SF,77.0,75.0,37.8,5.7,12.4,0.456,2.1,2.8,2.3,4.4,6.6,4.1,1.5,0.6,2.0,3.9,13.4,1982,0.0,0.1,0.1,5.7,12.3,0.46,0.457,1
22.0,DAL,SG,82.0,16.0,24.1,5.4,10.4,0.513,2.6,3.4,1.2,1.9,3.1,1.3,0.6,0.4,1.4,1.5,13.3,1982,0.0,0.0,0.25,5.3,10.4,0.515,0.514,1
28.0,WSB,SG,71.0,62.0,30.5,5.3,12.1,0.439,2.3,2.7,0.8,1.9,2.7,2.1,0.6,0.3,1.4,2.1,13.3,1982,0.4,1.2,0.341,4.9,10.9,0.449,0.455,1
32.0,WSB,PF,76.0,63.0,27.4,5.2,10.9,0.476,2.9,3.4,1.9,3.7,5.6,0.8,0.6,0.9,2.3,3.3,13.3,1982,0.0,0.0,0.0,5.2,10.9,0.478,0.476,1
27.0,MIL,PG,70.0,70.0,30.8,5.7,11.7,0.482,1.6,2.4,1.1,2.5,3.6,4.7,2.5,0.0,2.6,3.1,12.9,1982,0.1,0.2,0.267,5.6,11.5,0.486,0.484,0
29.0,MIL,PF,76.0,71.0,25.4,4.9,10.0,0.491,3.1,3.8,1.8,4.2,6.0,2.8,0.9,0.6,2.5,3.2,12.9,1982,0.0,0.1,0.143,4.9,9.9,0.495,0.492,1
24.0,KCK,C,78.0,50.0,22.3,5.1,8.3,0.613,2.7,4.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5,4.8,12.8,1982,0.0,0.0,0.0,5.1,8.3,0.613,0.613,0
26.0,KCK,SG,81.0,11.0,23.4,5.2,10.1,0.511,2.3,2.8,0.7,1.6,2.2,3.4,0.9,0.5,1.8,2.4,12.7,1982,0.0,0.2,0.143,5.2,10.0,0.517,0.512,1
33.0,BOS,PG,68.0,51.0,31.9,4.5,9.6,0.472,3.5,4.6,0.4,1.3,1.7,8.0,0.8,0.0,2.6,1.9,12.6,1982,0.1,0.2,0.375,4.4,9.4,0.475,0.477,1
27.0,DET,C,75.0,72.0,32.9,5.4,10.7,0.505,1.7,2.1,2.9,5.8,8.7,2.1,0.9,1.3,2.1,2.9,12.5,1982,0.0,0.1,0.273,5.4,10.5,0.508,0.507,1
28.0,MIL,SF,41.0,4.0,22.5,5.1,10.6,0.483,2.2,2.5,0.9,2.1,3.0,2.7,0.7,0.1,1.6,2.2,12.5,1982,0.1,0.2,0.444,5.0,10.3,0.483,0.487,1
32.0,SDC,C,21.0,7.0,27.4,4.8,8.3,0.577,2.8,3.8,2.2,7.0,9.1,1.4,0.3,0.4,2.3,3.0,12.5,1982,0.0,0.0,1.0,4.8,8.3,0.575,0.58,1
29.0,IND,SF,81.0,19.0,22.3,4.7,9.4,0.495,2.9,3.5,1.2,2.0,3.2,1.5,0.8,0.2,1.7,1.6,12.3,1982,0.1,0.4,0.281,4.6,9.0,0.504,0.501,1
23.0,WSB,PF,80.0,80.0,33.3,5.2,10.2,0.507,1.9,2.9,1.9,6.9,8.8,1.9,0.7,1.7,2.0,4.4,12.2,1982,0.0,0.0,0.0,5.2,10.2,0.509,0.507,0
26.0,2TM,PF,74.0,48.0,26.0,4.7,9.4,0.503,2.7,4.1,2.3,4.9,7.2,1.2,0.9,0.3,2.1,3.4,12.1,1982,0.0,0.1,0.1,4.7,9.2,0.509,0.504,0
26.0,DAL,PG,82.0,82.0,31.9,4.8,9.4,0.515,2.3,2.8,0.4,2.3,2.8,6.2,0.9,0.1,1.9,2.7,12.1,1982,0.2,0.6,0.286,4.7,8.8,0.53,0.524,1
22.0,NJN,SF,76.0,52.0,22.3,5.1,10.7,0.482,1.8,2.3,1.4,2.7,4.1,1.9,0.8,0.5,2.4,3.4,12.1,1982,0.0,0.2,0.231,5.1,10.5,0.486,0.483,1
24.0,KCK,SF,80.0,76.0,32.6,4.8,9.4,0.509,2.5,3.6,2.0,4.5,6.5,2.2,1.1,0.4,1.9,2.8,12.1,1982,0.0,0.0,0.0,4.8,9.4,0.509,0.509,0
25.0,2TM,SG,60.0,10.0,16.6,4.6,10.4,0.443,2.3,2.8,0.4,0.7,1.0,1.4,0.5,0.0,1.8,1.7,12.0,1982,0.5,1.6,0.298,4.1,8.8,0.469,0.465,1
32.0,DEN,C,12.0,0.0,21.4,4.0,8.8,0.453,4.0,4.6,1.2,4.1,5.3,2.7,0.3,0.3,1.1,2.4,12.0,1982,0.0,0.0,0.0,4.0,8.8,0.453,0.453,1
25.0,LAL,SG,76.0,14.0,28.9,5.0,9.8,0.517,1.8,2.3,1.1,2.4,3.5,3.0,1.6,0.8,2.0,2.8,11.9,1982,0.0,0.2,0.118,5.0,9.5,0.526,0.518,1
27.0,SDC,SF,75.0,49.0,26.5,4.5,9.3,0.486,2.6,3.3,1.1,2.6,3.7,2.5,1.0,0.4,2.4,3.3,11.8,1982,0.1,0.4,0.267,4.4,8.9,0.496,0.492,1
29.0,CHI,SG,80.0,6.0,24.2,4.5,10.0,0.453,2.4,3.2,0.5,1.3,1.8,3.8,0.9,0.2,2.7,3.0,11.8,1982,0.2,1.0,0.25,4.3,9.1,0.474,0.465,1
31.0,NYK,SG,18.0,12.0,25.1,4.8,10.8,0.443,2.0,2.6,0.5,0.7,1.2,5.6,1.1,0.4,2.6,3.4,11.7,1982,0.1,0.4,0.25,4.7,10.3,0.452,0.448,1
23.0,CHI,PG,75.0,74.0,30.0,4.4,8.8,0.501,2.8,3.4,1.0,1.8,2.8,4.8,1.1,0.2,2.5,2.1,11.6,1982,0.1,0.1,0.5,4.3,8.7,0.501,0.504,1
29.0,2TM,SG,74.0,41.0,27.6,4.6,10.3,0.447,2.2,3.0,0.7,1.8,2.5,4.1,0.9,0.4,2.1,2.9,11.5,1982,0.1,0.4,0.185,4.5,9.9,0.456,0.45,0
23.0,IND,SF,80.0,41.0,24.4,4.5,9.0,0.497,2.5,3.2,1.6,2.6,4.1,1.7,0.7,0.3,1.7,2.3,11.5,1982,0.0,0.1,0.125,4.5,8.9,0.501,0.497,1
23.0,IND,C,82.0,75.0,27.8,5.0,10.4,0.477,1.5,2.3,2.1,5.2,7.4,1.7,0.6,2.2,1.7,2.4,11.5,1982,0.0,0.1,0.286,4.9,10.3,0.478,0.478,0
23.0,NJN,SF,80.0,32.0,25.2,4.8,9.7,0.492,1.7,2.4,1.4,2.4,3.8,2.4,1.0,0.2,1.8,2.2,11.4,1982,0.1,0.3,0.348,4.7,9.4,0.497,0.497,0
24.0,CLE,PG,4.0,0.0,17.5,4.8,9.5,0.5,1.5,2.0,0.3,0.8,1.0,3.8,1.5,0.3,1.3,3.8,11.3,1982,0.3,1.3,0.2,4.5,8.3,0.545,0.513,1
33.0,SEA,SG,82.0,2.0,21.8,4.8,10.5,0.455,1.4,1.6,0.5,1.2,1.7,2.9,0.8,0.0,1.2,1.4,11.2,1982,0.3,0.9,0.325,4.5,9.6,0.468,0.47,1
25.0,PHI,PG,79.0,79.0,31.6,4.5,8.6,0.521,2.2,2.8,0.6,2.5,3.1,8.4,2.6,0.4,2.3,3.1,11.2,1982,0.1,0.3,0.273,4.4,8.3,0.529,0.525,1
32.0,CLE,SG,67.0,34.0,21.6,3.7,8.6,0.438,3.7,4.3,0.4,1.2,1.6,3.3,0.6,0.1,1.6,1.6,11.2,1982,0.0,0.1,0.0,3.7,8.5,0.442,0.438,1
25.0,POR,SG,75.0,0.0,16.4,4.4,9.2,0.473,2.2,2.8,0.7,0.7,1.4,1.5,0.5,0.1,1.2,1.3,11.1,1982,0.2,0.5,0.293,4.2,8.7,0.484,0.481,1
23.0,NJN,PG,82.0,17.0,25.5,4.7,9.8,0.482,1.4,2.0,0.6,1.3,1.9,3.9,1.8,0.3,2.1,2.4,11.0,1982,0.1,0.4,0.226,4.6,9.4,0.492,0.486,0
25.0,PHI,C,48.0,36.0,23.4,4.3,7.6,0.564,2.4,3.4,1.4,4.9,6.4,1.1,0.4,1.1,2.0,4.0,11.0,1982,0.0,0.0,0.0,4.3,7.6,0.567,0.564,0
28.0,PHI,PG,81.0,81.0,27.9,4.7,9.8,0.477,1.6,2.3,0.4,1.9,2.3,3.9,1.3,0.2,1.8,2.4,11.0,1982,0.0,0.2,0.125,4.7,9.6,0.484,0.478,0
27.0,CLE,SF,65.0,38.0,27.8,4.4,10.4,0.418,2.2,2.8,0.9,2.9,3.8,3.6,1.4,0.4,2.1,2.9,11.0,1982,0.0,0.3,0.167,4.3,10.2,0.425,0.42,1
24.0,3TM,PF,75.0,48.0,25.4,4.7,8.8,0.53,1.6,2.1,1.9,4.1,6.0,1.0,0.4,0.8,1.3,3.4,10.9,1982,0.0,0.0,0.0,4.7,8.8,0.531,0.53,1
24.0,HOU,PG,79.0,61.0,27.2,4.7,10.0,0.467,1.5,1.7,0.6,1.5,2.1,5.8,1.9,0.2,1.9,2.3,10.9,1982,0.1,0.4,0.29,4.6,9.6,0.474,0.472,1
29.0,CLE,SF,54.0,39.0,30.3,4.8,10.9,0.441,1.2,1.7,2.4,3.3,5.6,2.5,1.4,0.3,1.4,3.5,10.9,1982,0.1,0.4,0.217,4.7,10.5,0.451,0.446,0
33.0,2TM,PG,55.0,20.0,25.3,4.0,9.1,0.446,2.6,2.9,0.2,1.3,1.5,3.4,0.8,0.1,1.5,1.7,10.8,1982,0.2,0.5,0.345,3.9,8.5,0.452,0.456,1
23.0,KCK,PG,81.0,19.0,24.4,4.4,9.3,0.473,1.9,2.3,0.4,1.5,1.8,5.2,1.4,0.0,2.1,1.9,10.8,1982,0.1,0.3,0.296,4.3,9.0,0.479,0.478,1
26.0,DEN,PG,81.0,27.0,24.2,4.6,8.6,0.528,1.7,2.1,0.4,1.4,1.8,4.2,0.9,0.2,1.4,2.3,10.8,1982,0.0,0.2,0.0,4.6,8.4,0.541,0.528,1
30.0,SDC,PG,41.0,40.0,31.1,4.0,8.0,0.503,2.2,2.7,0.6,1.7,2.3,5.6,1.1,0.2,2.0,2.8,10.8,1982,0.6,1.5,0.365,3.5,6.5,0.536,0.538,1
23.0,WSB,PG,79.0,29.0,25.7,4.3,10.3,0.414,1.9,2.6,0.4,1.4,1.9,4.8,1.0,0.1,2.0,2.5,10.7,1982,0.2,1.0,0.215,4.0,9.3,0.435,0.424,1
32.0,IND,PF,74.0,40.0,21.6,4.0,8.6,0.47,2.4,3.1,1.9,3.1,5.0,1.7,0.6,0.5,1.9,3.5,10.5,1982,0.0,0.0,0.5,4.0,8.6,0.47,0.471,1
23.0,ATL,PG,82.0,82.0,31.8,4.5,8.9,0.501,1.5,1.8,0.6,2.1,2.7,5.2,1.1,0.2,1.8,2.9,10.5,1982,0.0,0.2,0.067,4.5,8.7,0.51,0.502,1
24.0,CLE,PG,78.0,43.0,30.9,4.2,8.6,0.484,2.0,2.6,0.7,1.2,1.9,7.6,0.9,0.1,2.2,2.2,10.3,1982,0.0,0.1,0.3,4.1,8.5,0.486,0.486,1
30.0,2TM,SF,82.0,38.0,24.6,4.1,8.7,0.469,2.0,3.3,2.1,3.2,5.4,1.4,0.8,0.7,1.8,3.3,10.2,1982,0.0,0.1,0.333,4.0,8.6,0.47,0.471,0
25.0,2TM,SF,83.0,40.0,22.2,3.9,8.0,0.49,2.3,3.4,2.3,3.4,5.7,1.1,0.8,0.2,1.9,3.5,10.2,1982,0.0,0.0,0.0,3.9,8.0,0.493,0.49,0
26.0,BOS,PG,82.0,31.0,22.5,4.3,8.6,0.501,1.5,2.1,0.6,1.3,1.9,3.1,1.0,0.1,1.8,2.4,10.2,1982,0.0,0.1,0.167,4.3,8.5,0.506,0.502,0
33.0,HOU,PG,64.0,0.0,18.8,4.3,10.1,0.427,1.6,1.7,0.3,0.6,1.0,2.5,0.7,0.0,1.3,2.2,10.2,1982,0.0,0.3,0.063,4.3,9.9,0.437,0.428,1
25.0,SAS,C,82.0,21.0,26.7,4.1,7.9,0.519,1.9,2.6,2.6,5.1,7.7,1.6,0.4,1.5,1.7,2.9,10.1,1982,0.0,0.0,0.25,4.1,7.9,0.52,0.519,1
24.0,DAL,SG,82.0,1.0,21.4,3.3,6.9,0.479,3.4,4.0,1.2,1.4,2.6,2.5,1.0,0.1,1.4,1.7,10.1,1982,0.1,0.3,0.333,3.2,6.6,0.485,0.486,1
23.0,WSB,SG,79.0,18.0,20.4,4.2,8.3,0.511,1.5,2.1,1.3,1.2,2.5,1.9,1.1,0.3,1.7,2.5,10.0,1982,0.0,0.2,0.083,4.2,8.1,0.52,0.512,0
29.0,CHI,PF,78.0,18.0,26.2,3.9,7.3,0.53,2.2,3.1,2.0,4.5,6.5,1.5,0.6,0.5,2.0,2.8,10.0,1982,0.0,0.0,1.0,3.9,7.3,0.529,0.531,0
33.0,NYK,SG,82.0,40.0,24.8,4.2,9.1,0.465,1.5,1.8,0.6,1.2,1.9,3.1,1.1,0.0,1.5,2.4,10.0,1982,0.0,0.1,0.273,4.2,9.0,0.468,0.467,1
25.0,KCK,PG,72.0,65.0,27.1,4.0,9.0,0.439,1.9,2.3,0.3,1.1,1.5,6.3,0.9,0.0,2.7,2.2,9.9,1982,0.1,0.4,0.219,3.9,8.6,0.451,0.445,1
29.0,ATL,C,73.0,23.0,24.5,4.0,7.8,0.509,1.9,2.3,1.4,3.2,4.6,1.8,0.3,0.3,1.7,2.8,9.9,1982,0.0,0.0,0.333,4.0,7.8,0.51,0.51,1
25.0,DET,PF,82.0,0.0,24.3,4.1,7.8,0.523,1.7,2.3,1.9,4.1,6.0,1.5,0.9,2.0,1.5,2.2,9.9,1982,0.0,0.0,0.25,4.1,7.8,0.524,0.523,0
27.0,SEA,SF,70.0,70.0,28.1,4.3,9.0,0.48,1.3,1.9,1.5,2.8,4.4,3.1,0.5,0.4,1.6,3.1,9.9,1982,0.0,0.0,0.0,4.3,9.0,0.482,0.48,0
31.0,IND,PG,82.0,78.0,30.8,3.8,8.4,0.455,1.2,1.5,0.6,2.2,2.7,5.0,2.0,0.3,1.2,2.1,9.7,1982,0.9,2.3,0.386,2.9,6.0,0.482,0.509,1
22.0,SAS,SF,80.0,4.0,21.3,3.9,8.2,0.477,1.8,2.7,2.0,3.2,5.1,1.8,0.7,0.2,1.3,2.5,9.6,1982,0.0,0.1,0.0,3.9,8.1,0.483,0.477,0
30.0,LAL,C,41.0,0.0,18.2,3.7,8.0,0.458,2.2,3.1,1.1,2.8,3.9,0.8,0.5,0.9,1.2,2.7,9.6,1982,0.0,0.1,0.0,3.7,7.9,0.465,0.458,0
23.0,2TM,SG,48.0,5.0,19.4,3.7,7.9,0.47,1.9,2.5,1.1,1.7,2.8,1.2,0.6,0.2,1.5,2.3,9.5,1982,0.1,0.5,0.125,3.7,7.4,0.493,0.474,1
25.0,IND,C,79.0,42.0,25.1,3.9,8.1,0.487,1.6,2.4,2.3,4.9,7.2,1.6,0.8,1.4,1.7,3.1,9.5,1982,0.0,0.0,0.0,3.9,8.1,0.487,0.487,0
23.0,SAS,PG,79.0,78.0,29.0,3.9,8.4,0.463,1.5,2.3,0.8,2.7,3.5,9.6,2.1,0.2,2.2,3.2,9.4,1982,0.0,0.3,0.048,3.9,8.2,0.477,0.464,0
31.0,ATL,PF,49.0,42.0,26.9,3.6,7.6,0.481,2.0,2.6,1.8,4.7,6.5,2.9,0.7,0.7,1.8,3.2,9.3,1982,0.1,0.2,0.4,3.6,7.3,0.483,0.486,1
33.0,NYK,SG,76.0,32.0,19.8,3.8,8.1,0.465,1.7,1.9,0.5,0.7,1.2,2.2,0.4,0.0,1.4,2.6,9.3,1982,0.1,0.3,0.304,3.7,7.8,0.471,0.471,1
26.0,UTA,C,82.0,62.0,27.7,3.8,8.8,0.437,1.7,2.1,1.5,6.0,7.5,1.1,0.4,0.9,1.6,3.0,9.3,1982,0.0,0.0,0.0,3.8,8.7,0.439,0.437,1
29.0,NJN,C,81.0,70.0,25.9,3.7,8.0,0.46,1.7,2.1,2.1,3.4,5.4,1.2,1.1,1.1,1.7,3.5,9.1,1982,0.0,0.0,0.0,3.7,8.0,0.46,0.46,1
24.0,2TM,C,80.0,34.0,22.9,3.3,6.7,0.494,2.3,2.9,2.9,4.8,7.7,1.3,0.5,0.8,1.5,3.7,9.0,1982,0.1,0.2,0.308,3.3,6.5,0.499,0.498,1
25.0,DAL,C,76.0,38.0,23.9,3.7,8.8,0.42,1.6,2.1,2.6,4.6,7.2,1.5,0.5,1.4,1.2,3.8,9.0,1982,0.0,0.1,0.125,3.7,8.7,0.424,0.421,0
27.0,MIL,SF,65.0,7.0,18.3,3.3,6.4,0.508,2.4,3.0,1.3,2.0,3.4,2.0,0.8,0.1,1.4,2.3,9.0,1982,0.0,0.1,0.0,3.3,6.4,0.513,0.508,1
24.0,2TM,PF,77.0,0.0,19.1,3.4,6.6,0.517,1.8,2.9,1.6,3.4,5.1,0.8,0.5,1.1,1.8,3.5,8.6,1982,0.0,0.0,0.0,3.4,6.6,0.517,0.517,0
28.0,WSB,PG,79.0,53.0,24.6,3.3,7.8,0.426,1.7,2.2,0.5,1.6,2.1,7.0,1.2,0.1,2.0,1.3,8.4,1982,0.0,0.3,0.091,3.3,7.5,0.438,0.427,1
26.0,DEN,SF,80.0,0.0,21.2,3.1,6.2,0.505,2.0,2.7,1.8,3.5,5.3,1.9,1.2,0.5,1.3,2.9,8.3,1982,0.0,0.0,0.0,3.1,6.2,0.508,0.505,0
22.0,DAL,SF,80.0,62.0,25.0,3.5,8.0,0.441,1.2,1.7,1.8,2.0,3.8,2.4,0.9,0.0,1.5,2.3,8.3,1982,0.0,0.1,0.0,3.5,7.9,0.444,0.441,0
24.0,SDC,PF,61.0,1.0,16.6,3.3,5.9,0.565,1.6,2.3,1.1,1.9,3.0,0.9,0.7,0.3,1.2,2.1,8.3,1982,0.0,0.1,0.0,3.3,5.8,0.573,0.565,0
26.0,DEN,SG,82.0,80.0,30.7,3.1,6.1,0.512,1.9,2.6,2.6,4.2,6.8,2.3,1.6,0.4,1.5,2.6,8.2,1982,0.0,0.0,0.0,3.1,6.1,0.513,0.512,0
31.0,BOS,SF,56.0,27.0,23.1,3.3,7.3,0.45,1.5,2.1,1.0,1.7,2.7,2.3,1.2,0.4,1.1,2.4,8.1,1982,0.1,0.3,0.294,3.2,7.0,0.457,0.456,0
24.0,SEA,C,82.0,1.0,20.9,3.1,5.1,0.609,1.8,2.9,1.7,4.3,6.0,0.6,0.3,1.7,1.4,2.3,8.1,1982,0.0,0.0,0.0,3.1,5.1,0.609,0.609,0
31.0,PHI,C,81.0,47.0,30.2,2.9,5.7,0.497,2.2,2.7,2.0,6.7,8.7,1.2,0.5,1.8,1.9,3.7,7.9,1982,0.0,0.0,0.0,2.9,5.7,0.5,0.497,1
28.0,PHO,C,81.0,39.0,23.4,2.9,6.2,0.467,2.1,2.8,2.1,4.1,6.1,3.6,0.8,0.9,3.0,3.6,7.9,1982,0.0,0.0,0.0,2.9,6.2,0.468,0.467,1
22.0,UTA,C,82.0,20.0,19.8,3.1,6.4,0.481,1.7,2.3,1.6,3.6,5.2,1.8,0.6,0.9,1.8,3.6,7.9,1982,0.0,0.0,0.0,3.1,6.4,0.482,0.481,1
25.0,DET,PF,48.0,19.0,16.7,3.0,5.4,0.548,1.9,2.7,1.5,2.9,4.3,0.8,0.6,1.9,1.4,3.1,7.8,1982,0.0,0.0,0.5,2.9,5.4,0.549,0.55,0
24.0,HOU,SF,69.0,42.0,21.4,3.5,6.7,0.517,0.8,1.1,1.6,2.3,3.8,1.1,0.4,0.9,1.1,2.1,7.8,1982,0.0,0.1,0.429,3.4,6.6,0.519,0.52,0
26.0,SAS,PG,81.0,3.0,20.0,2.8,7.0,0.407,1.5,1.9,0.5,1.6,2.0,5.4,0.8,0.1,1.7,2.3,7.7,1982,0.6,1.7,0.333,2.3,5.3,0.431,0.448,1
26.0,ATL,SG,49.0,0.0,17.0,3.2,5.9,0.543,1.2,1.4,0.1,1.1,1.2,1.8,0.5,0.1,0.6,1.6,7.7,1982,0.0,0.0,0.5,3.2,5.9,0.543,0.545,1
27.0,DEN,PG,76.0,49.0,22.3,2.7,6.2,0.432,2.1,2.6,0.3,1.6,1.9,5.2,0.9,0.1,2.1,3.5,7.5,1982,0.1,0.3,0.19,2.6,5.9,0.443,0.436,1
25.0,2TM,SG,74.0,15.0,17.5,2.9,6.0,0.489,1.4,1.9,1.1,1.0,2.1,2.3,0.8,0.3,1.3,1.4,7.4,1982,0.0,0.2,0.25,2.9,5.8,0.495,0.492,1
27.0,HOU,SG,70.0,15.0,18.8,2.9,6.4,0.458,1.1,1.5,0.3,1.1,1.5,3.2,0.6,0.0,1.1,2.3,7.4,1982,0.5,1.2,0.384,2.5,5.2,0.475,0.494,0
23.0,UTA,SG,80.0,1.0,16.5,3.2,6.9,0.454,1.1,1.9,0.8,1.2,2.0,1.1,0.8,0.1,1.3,2.3,7.4,1982,0.0,0.1,0.0,3.2,6.9,0.458,0.454,0
22.0,CHI,SF,75.0,12.0,15.8,2.7,5.3,0.513,1.9,2.7,1.1,1.9,3.0,1.1,0.3,0.3,1.4,2.0,7.3,1982,0.0,0.0,0.0,2.7,5.2,0.517,0.513,0
28.0,POR,SF,59.0,24.0,23.3,2.9,5.5,0.537,1.3,1.8,1.7,2.7,4.4,2.1,1.3,0.7,1.5,2.7,7.2,1982,0.1,0.1,0.5,2.9,5.4,0.538,0.542,1
29.0,CHI,PF,60.0,30.0,17.3,3.2,6.9,0.466,0.8,1.5,1.2,1.8,3.0,1.1,0.5,0.1,1.4,1.2,7.2,1982,0.0,0.0,0.0,3.2,6.9,0.466,0.466,0
34.0,PHI,SF,75.0,0.0,16.5,2.7,5.3,0.506,1.8,2.3,1.2,1.8,3.0,1.2,0.6,0.2,0.9,1.1,7.2,1982,0.0,0.1,0.25,2.7,5.3,0.509,0.508,1
24.0,GSW,PF,74.0,55.0,29.9,3.0,5.6,0.534,1.2,2.1,3.8,7.2,11.0,1.1,0.9,0.7,1.4,3.9,7.1,1982,0.0,0.0,0.0,3.0,5.6,0.535,0.534,0
30.0,DAL,SF,82.0,54.0,24.8,2.7,6.1,0.437,1.6,2.0,1.5,2.7,4.1,5.5,0.8,0.1,2.0,2.7,7.0,1982,0.0,0.2,0.167,2.6,5.9,0.447,0.44,1
25.0,SDC,SG,64.0,9.0,16.1,2.8,6.1,0.465,1.0,1.6,0.4,1.0,1.4,2.3,0.8,0.1,1.4,2.3,7.0,1982,0.3,0.9,0.305,2.5,5.2,0.494,0.488,0
23.0,ATL,SF,79.0,32.0,19.2,2.7,6.1,0.434,1.7,2.2,1.4,1.9,3.3,0.6,0.5,0.3,1.4,2.8,7.0,1982,0.0,0.0,0.0,2.7,6.1,0.437,0.434,1
25.0,2TM,SG,81.0,9.0,14.6,2.9,6.3,0.46,1.0,1.3,0.8,1.1,1.9,1.4,0.4,0.1,0.8,1.9,6.9,1982,0.1,0.4,0.161,2.8,5.9,0.479,0.464,1
22.0,KCK,SF,71.0,13.0,16.0,2.9,6.3,0.464,1.1,1.5,1.0,1.8,2.7,1.2,0.5,0.4,1.0,2.1,6.9,1982,0.0,0.2,0.0,2.9,6.2,0.476,0.464,0
22.0,ATL,PG,47.0,5.0,17.8,2.8,6.3,0.44,1.3,1.7,0.4,0.8,1.2,3.0,1.1,0.0,1.3,2.7,6.9,1982,0.0,0.2,0.25,2.7,6.2,0.445,0.443,1
28.0,KCK,C,18.0,10.0,21.1,2.6,5.1,0.516,1.7,2.2,1.4,3.5,4.9,0.9,0.7,1.2,1.4,3.8,6.9,1982,0.0,0.0,0.0,2.6,5.1,0.516,0.516,1
24.0,POR,PF,68.0,38.0,21.1,2.7,5.4,0.497,1.4,2.3,1.9,3.1,5.0,0.8,0.8,1.2,1.4,3.4,6.8,1982,0.0,0.0,0.0,2.7,5.4,0.499,0.497,0
25.0,DEN,PF,77.0,1.0,17.8,2.6,5.4,0.493,1.5,2.6,1.5,3.6,5.1,0.8,0.3,0.2,1.4,3.0,6.8,1982,0.0,0.2,0.231,2.6,5.2,0.501,0.496,0
26.0,MIL,PG,17.0,1.0,18.6,3.1,6.5,0.473,0.6,0.7,0.1,0.8,0.8,2.6,0.6,0.1,0.8,2.1,6.8,1982,0.1,0.6,0.2,2.9,5.9,0.5,0.482,1
28.0,ATL,PG,20.0,17.0,17.5,2.6,6.3,0.416,1.5,1.8,0.3,0.6,0.9,2.0,0.4,0.2,1.1,2.2,6.7,1982,0.1,0.3,0.2,2.6,6.0,0.425,0.42,1
26.0,DAL,C,47.0,28.0,19.3,2.4,5.7,0.42,1.8,3.5,1.3,3.1,4.5,1.0,0.4,0.4,1.7,2.9,6.6,1982,0.0,0.0,0.0,2.4,5.7,0.423,0.42,0
22.0,PHO,PF,80.0,0.0,14.8,2.8,5.5,0.521,0.9,1.5,1.2,2.0,3.2,1.0,0.5,0.9,1.3,2.1,6.6,1982,0.0,0.0,0.0,2.8,5.4,0.522,0.521,0
26.0,UTA,PF,82.0,56.0,20.7,2.7,5.2,0.514,1.2,1.5,1.4,3.6,5.0,1.1,0.6,0.8,0.8,2.9,6.6,1982,0.0,0.1,0.3,2.6,5.1,0.519,0.518,1
25.0,MIL,PF,78.0,7.0,14.5,2.8,5.5,0.509,0.9,1.2,0.8,2.4,3.1,1.3,0.3,0.1,1.4,2.9,6.5,1982,0.0,0.0,0.0,2.8,5.5,0.512,0.509,0
22.0,POR,PG,82.0,14.0,16.9,2.3,5.5,0.413,1.9,2.4,0.6,1.2,1.8,3.3,1.1,0.0,1.5,2.3,6.4,1982,0.0,0.1,0.0,2.3,5.4,0.421,0.413,1
23.0,SDC,SG,63.0,19.0,16.3,2.6,5.8,0.453,1.0,1.3,1.0,0.9,1.9,2.5,0.8,0.2,1.3,2.0,6.3,1982,0.1,0.5,0.281,2.5,5.3,0.47,0.466,0
30.0,HOU,SG,75.0,23.0,22.9,2.4,5.4,0.454,1.4,2.0,0.4,1.4,1.8,4.1,0.7,0.1,1.4,1.6,6.3,1982,0.0,0.0,0.0,2.4,5.3,0.456,0.454,0
23.0,GSW,PG,79.0,11.0,15.9,2.6,5.1,0.504,1.0,1.2,0.2,1.1,1.2,2.9,0.8,0.2,1.1,1.3,6.2,1982,0.0,0.2,0.2,2.5,4.9,0.515,0.507,1
29.0,NYK,C,82.0,32.0,23.0,2.4,4.9,0.491,1.3,2.1,2.2,3.7,6.0,1.2,0.3,1.1,1.1,2.6,6.2,1982,0.0,0.0,0.0,2.4,4.9,0.491,0.491,0
26.0,ATL,C,79.0,39.0,25.5,2.6,4.4,0.584,1.0,1.6,2.1,5.6,7.7,0.7,0.4,2.8,1.0,3.6,6.1,1982,0.0,0.0,0.0,2.6,4.4,0.584,0.584,0
26.0,CLE,PF,18.0,2.0,17.4,2.8,6.4,0.435,0.5,0.8,1.8,2.4,4.2,0.8,0.4,0.1,1.9,2.8,6.1,1982,0.0,0.1,0.0,2.8,6.3,0.442,0.435,0
22.0,GSW,PF,59.0,22.0,18.2,2.6,4.7,0.556,0.8,1.5,1.5,3.7,5.2,0.6,0.8,1.3,1.1,2.6,6.1,1982,0.0,0.0,0.0,2.6,4.7,0.556,0.556,0
26.0,PHO,SF,81.0,38.0,21.5,2.3,4.7,0.497,1.3,1.8,1.2,2.4,3.6,1.8,0.7,0.9,1.2,2.1,6.0,1982,0.0,0.0,0.0,2.3,4.7,0.5,0.497,0
23.0,IND,SG,75.0,0.0,13.8,2.5,5.4,0.468,0.8,0.9,0.4,0.7,1.1,0.8,0.5,0.1,0.7,1.5,5.9,1982,0.1,0.3,0.32,2.4,5.0,0.477,0.478,1
